Person,Item,Ratings
376,whipped/sour cream,8
376,rolls/buns,8
376,pastry,6
376,waffles,6
376,hygiene articles,7
377,whole milk,8
377,frozen dessert,8
377,salty snack,8
377,napkins,7
378,tropical fruit,9
378,butter milk,8
378,rolls/buns,8
378,bottled water,8
379,bottled water,8
380,butter milk,8
380,yogurt,8
381,newspapers,7
382,coffee,8
383,bottled beer,8
383,liquor,8
384,onions,9
384,butter,8
384,whipped/sour cream,8
384,hard cheese,8
384,frozen vegetables,8
384,pasta,8
384,specialty fat,8
384,syrup,6
384,candy,8
384,napkins,7
384,cling film/bags,8
385,hamburger meat,7
385,hard cheese,8
385,frozen meals,8
385,pasta,8
385,dog food,8
385,salty snack,8
385,shopping bags,8
386,sausage,8
386,liver loaf,8
386,other vegetables,9
386,cream cheese ,7
386,pastry,6
386,soap,5
386,shopping bags,8
387,hard cheese,8
387,pastry,6
387,napkins,7
388,sausage,8
388,tropical fruit,9
388,condensed milk,8
388,rolls/buns,8
389,hamburger meat,7
390,onions,9
390,whole milk,8
390,beverages,8
390,frozen dessert,8
391,coffee,8
392,shopping bags,8
393,yogurt,8
393,rolls/buns,8
393,pastry,6
393,bottled water,8
393,soda,4
393,shopping bags,8
394,soda,4
395,sliced cheese,7
396,sausage,8
396,whole milk,8
396,coffee,8
397,yogurt,8
397,chocolate,8
398,domestic eggs,8
398,rolls/buns,8
398,dish cleaner,8
398,hygiene articles,7
399,whole milk,8
400,meat,8
400,other vegetables,9
400,whole milk,8
400,whipped/sour cream,8
401,dish cleaner,8
401,bathroom cleaner,7
401,hygiene articles,7
401,napkins,7
402,other vegetables,9
402,red/blush wine,7
403,whole milk,8
403,butter milk,8
403,yogurt,8
403,sliced cheese,7
403,rolls/buns,8
403,sweet spreads,8
403,coffee,8
403,fruit/vegetable juice,8
403,long life bakery product,4
403,shopping bags,8
404,other vegetables,9
404,whole milk,8
404,rolls/buns,8
404,Instant food products,8
405,tropical fruit,9
405,other vegetables,9
406,baking powder,6
406,bottled water,8
406,salty snack,8
406,chewing gum,8
407,specialty bar,7
408,ice cream,8
409,frankfurter,8
409,yogurt,8
410,canned beer,8
411,bottled water,8
412,other vegetables,9
412,whole milk,8
412,rolls/buns,8
412,margarine,8
412,bottled water,8
412,bottled beer,8
413,citrus fruit,9
413,tropical fruit,9
413,onions,9
413,other vegetables,9
413,shopping bags,8
414,sausage,8
414,ham,7
414,hamburger meat,7
414,whole milk,8
414,soda,4
414,softener,7
414,newspapers,7
415,domestic eggs,8
415,rolls/buns,8
415,specialty bar,7
415,napkins,7
416,pork,8
416,citrus fruit,9
416,tropical fruit,9
416,root vegetables,9
416,other vegetables,9
416,curd,7
416,hygiene articles,7
417,specialty cheese,7
417,frozen vegetables,8
417,coffee,8
417,soda,4
417,fruit/vegetable juice,8
417,salty snack,8
418,pork,8
418,citrus fruit,9
418,pip fruit,9
418,yogurt,8
418,fruit/vegetable juice,8
418,sparkling wine,8
419,beef,8
419,berries,9
419,whipped/sour cream,8
419,domestic eggs,8
419,rolls/buns,8
420,other vegetables,9
420,pet care,8
421,chicken,8
421,yogurt,8
421,sliced cheese,7
421,rolls/buns,8
421,chewing gum,8
421,dishes,8
422,soda,4
422,chewing gum,8
423,whole milk,8
424,rolls/buns,8
425,bottled beer,8
426,root vegetables,9
426,pastry,6
426,bottled water,8
426,male cosmetics,7
427,pastry,6
428,berries,9
428,pet care,8
428,cake bar,6
428,shopping bags,8
429,citrus fruit,9
429,tropical fruit,9
429,root vegetables,9
429,yogurt,8
429,canned vegetables,7
429,bottled water,8
429,soda,4
429,softener,7
430,whole milk,8
430,oil,8
430,canned fruit,
430,fruit/vegetable juice,8
431,soda,4
431,misc. beverages,8
432,bottled water,8
432,soda,4
433,tropical fruit,9
433,other vegetables,9
433,rolls/buns,8
434,salty snack,8
435,bottled water,8
435,canned beer,8
436,chocolate,8
437,citrus fruit,9
437,UHT-milk,8
437,cream cheese ,7
437,frozen vegetables,8
438,bottled water,8
438,canned beer,8
438,male cosmetics,7
439,onions,9
439,other vegetables,9
439,pastry,6
439,bottled water,8
439,soda,4
439,napkins,7
440,dessert,6
440,oil,8
440,cat food,8
440,soda,4
441,beef,8
441,other vegetables,9
441,whole milk,8
441,frozen potato products,8
441,rolls/buns,8
441,oil,8
441,margarine,8
441,coffee,8
441,dental care,8
441,hygiene articles,7
441,newspapers,7
442,rolls/buns,8
442,zwieback,8
442,bottled water,8
442,misc. beverages,8
442,bottled beer,8
442,canned beer,8
442,brandy,8
443,beef,8
443,tropical fruit,9
443,root vegetables,9
443,onions,9
443,other vegetables,9
443,instant coffee,8
443,soda,4
444,soda,4
445,coffee,8
445,hygiene articles,7
446,rolls/buns,8
446,brown bread,6
446,bottled water,8
447,pork,8
447,beef,8
447,hamburger meat,7
447,other vegetables,9
447,whole milk,8
447,frozen vegetables,8
447,rolls/buns,8
447,margarine,8
447,shopping bags,8
448,soda,4
448,canned beer,8
448,liquor (appetizer),8
448,hygiene articles,7
448,napkins,7
448,newspapers,7
449,sausage,8
449,ham,7
449,other vegetables,9
449,ice cream,8
449,white bread,8
450,beef,8
450,root vegetables,9
450,other vegetables,9
450,rolls/buns,8
450,sugar,6
451,whole milk,8
451,butter,8
451,bottled water,8
451,bottled beer,8
452,pork,8
452,ice cream,8
452,hygiene articles,7
452,house keeping products,8
453,berries,9
453,packaged fruit/vegetables,9
453,whole milk,8
453,ice cream,8
453,fruit/vegetable juice,8
453,salty snack,8
453,specialty bar,7
454,sausage,8
454,other vegetables,9
454,curd,7
454,yogurt,8
454,whipped/sour cream,8
454,frozen vegetables,8
454,rolls/buns,8
454,roll products ,8
455,bottled water,8
455,misc. beverages,8
455,cling film/bags,8
456,tropical fruit,9
456,other vegetables,9
456,packaged fruit/vegetables,9
456,whole milk,8
456,hard cheese,8
456,frozen dessert,8
456,rice,9
456,bottled water,8
457,herbs,9
457,bottled water,8
458,yogurt,8
458,rolls/buns,8
459,Instant food products,8
460,specialty chocolate,7
461,coffee,8
462,bottled beer,8
462,liquor,8
463,beef,8
463,root vegetables,9
464,whole milk,8
464,honey,9
464,waffles,6
465,frankfurter,8
465,rolls/buns,8
465,pastry,6
465,snack products,8
465,specialty bar,7
466,frankfurter,8
466,sausage,8
466,liver loaf,8
466,root vegetables,9
466,curd,7
466,frozen vegetables,8
466,rolls/buns,8
466,semi-finished bread,7
466,hygiene articles,7
466,photo/film,7
467,other vegetables,9
467,whole milk,8
467,cream cheese ,7
468,frankfurter,8
468,root vegetables,9
468,pickled vegetables,8
468,soda,4
468,seasonal products,7
469,whole milk,8
469,rolls/buns,8
469,newspapers,7
470,frankfurter,8
470,margarine,8
470,dental care,8
471,other vegetables,9
471,salty snack,8
472,bottled water,8
472,shopping bags,8
473,pork,8
473,onions,9
473,whole milk,8
473,butter,8
473,rolls/buns,8
473,pastry,6
473,rum,8
473,hygiene articles,7
474,bottled water,8
475,other vegetables,9
475,whipped/sour cream,8
475,specialty cheese,7
475,domestic eggs,8
476,hamburger meat,7
476,whole milk,8
476,curd,7
476,pasta,8
476,canned beer,8
477,hamburger meat,7
477,citrus fruit,9
477,other vegetables,9
478,shopping bags,8
479,whole milk,8
479,cream cheese ,7
479,soda,4
479,fruit/vegetable juice,8
480,ice cream,8
481,pastry,6
481,bottled water,8
482,ham,7
482,pip fruit,9
482,whole milk,8
482,curd,7
482,dessert,6
482,butter milk,8
482,whipped/sour cream,8
482,sliced cheese,7
482,cream cheese ,7
482,white bread,8
482,coffee,8
482,long life bakery product,4
482,chocolate,8
482,baby cosmetics,8
483,frankfurter,8
483,soda,4
484,sausage,8
484,turkey,5
484,beef,8
484,root vegetables,9
484,domestic eggs,8
484,rolls/buns,8
484,flour,6
484,rice,9
484,organic products,9
484,misc. beverages,8
484,napkins,7
485,bottled beer,8
486,bottled water,8
486,bottled beer,8
486,napkins,7
487,meat,8
487,other vegetables,9
487,hard cheese,8
487,frozen meals,8
487,bottled water,8
487,soda,4
488,dessert,6
488,candy,8
489,other vegetables,9
489,packaged fruit/vegetables,9
489,UHT-milk,8
489,bottled water,8
490,beverages,8
490,rolls/buns,8
490,soda,4
491,ham,7
491,mustard,8
491,canned fish,8
492,specialty bar,7
493,brown bread,6
493,soda,4
493,salty snack,8
493,shopping bags,8
494,whole milk,8
494,cream cheese ,7
494,coffee,8
495,rolls/buns,8
495,pastry,6
495,red/blush wine,7
496,bottled beer,8
496,nut snack,
497,pet care,8
497,bottled beer,8
498,citrus fruit,9
498,other vegetables,9
498,soda,4
499,pork,8
499,other vegetables,9
499,frozen vegetables,8
499,hygiene articles,7
500,other vegetables,9
500,shopping bags,8
501,white wine,7
501,detergent,5
502,whole milk,8
502,dessert,6
502,bottled water,8
503,pip fruit,9
503,white wine,7
503,shopping bags,8
504,sugar,6
504,soda,4
504,bottled beer,8
505,tropical fruit,9
505,pip fruit,9
505,rolls/buns,8
505,coffee,8
505,fruit/vegetable juice,8
505,candy,8
506,root vegetables,9
506,cream cheese ,7
506,spread cheese,8
506,frozen dessert,8
506,white bread,8
506,bottled water,8
506,soda,4
506,misc. beverages,8
506,fruit/vegetable juice,8
506,bottled beer,8
507,soda,4
507,misc. beverages,8
508,whole milk,8
508,curd,7
509,tropical fruit,9
509,other vegetables,9
509,yogurt,8
509,bottled water,8
509,male cosmetics,7
510,white bread,8
510,brown bread,6
511,brown bread,6
511,sugar,6
511,hygiene articles,7
512,tropical fruit,9
512,root vegetables,9
512,coffee,8
512,bottled water,8
512,red/blush wine,7
512,candy,8
512,house keeping products,8
512,shopping bags,8
513,domestic eggs,8
514,coffee,8
514,detergent,5
514,hygiene articles,7
514,photo/film,7
515,soda,4
516,whole milk,8
517,bottled beer,8
518,pork,8
518,beef,8
518,berries,9
518,packaged fruit/vegetables,9
518,whole milk,8
518,mayonnaise,8
518,frozen fish,8
518,frozen potato products,8
518,oil,8
518,mustard,8
518,cat food,8
518,coffee,8
518,soda,4
518,chocolate,8
518,dish cleaner,8
518,napkins,7
518,newspapers,7
519,other vegetables,9
519,yogurt,8
520,yogurt,8
520,bottled water,8
520,dishes,8
521,sparkling wine,8
522,bottled water,8
522,candy,8
523,citrus fruit,9
523,berries,9
523,other vegetables,9
523,butter milk,8
523,sugar,6
523,fruit/vegetable juice,8
523,hygiene articles,7
524,hamburger meat,7
524,root vegetables,9
524,other vegetables,9
524,whole milk,8
524,rolls/buns,8
525,packaged fruit/vegetables,9
525,seasonal products,7
526,other vegetables,9
526,margarine,8
527,soda,4
528,whole milk,8
528,yogurt,8
528,frozen potato products,8
528,margarine,8
528,bottled water,8
528,fruit/vegetable juice,8
528,salty snack,8
529,herbs,9
529,yogurt,8
530,citrus fruit,9
530,spread cheese,8
530,rolls/buns,8
530,soda,4
531,misc. beverages,8
532,female sanitary products,7
533,soda,4
534,tropical fruit,9
534,whole milk,8
534,beverages,8
534,white bread,8
534,pasta,8
534,shopping bags,8
535,soda,4
535,female sanitary products,7
536,white bread,8
536,bottled water,8
536,soda,4
536,waffles,6
537,coffee,8
537,chewing gum,8
537,chocolate marshmallow,8
538,tropical fruit,9
538,root vegetables,9
538,whole milk,8
538,frozen vegetables,8
538,honey,9
538,baking powder,6
538,coffee,8
538,red/blush wine,7
538,chocolate marshmallow,8
539,pork,8
539,pip fruit,9
539,whole milk,8
539,butter milk,8
540,citrus fruit,9
540,bottled water,8
541,frankfurter,8
542,frankfurter,8
542,rolls/buns,8
543,frankfurter,8
543,tropical fruit,9
543,pip fruit,9
543,curd,7
543,UHT-milk,8
543,hard cheese,8
543,domestic eggs,8
543,rolls/buns,8
543,hygiene articles,7
543,napkins,7
543,shopping bags,8
544,other vegetables,9
545,yogurt,8
545,fruit/vegetable juice,8
545,newspapers,7
546,sausage,8
546,whole milk,8
546,yogurt,8
546,brown bread,6
546,cereals,8
546,bottled water,8
546,soda,4
547,whole milk,8
548,pip fruit,9
548,whole milk,8
548,curd,7
548,pastry,6
548,bottled water,8
549,whole milk,8
550,root vegetables,9
550,other vegetables,9
551,onions,9
551,fruit/vegetable juice,8
552,specialty chocolate,7
553,hamburger meat,7
553,domestic eggs,8
554,photo/film,7
555,rolls/buns,8
555,soda,4
555,snack products,8
555,newspapers,7
556,canned beer,8
557,canned beer,8
558,other vegetables,9
558,curd,7
558,frozen meals,8
558,frozen potato products,8
558,soda,4
558,bottled beer,8
558,kitchen towels,8
558,candles,8
559,canned beer,8
560,curd,7
560,whipped/sour cream,8
560,rolls/buns,8
560,zwieback,8
560,spices,9
561,butter,8
561,fruit/vegetable juice,8
561,newspapers,7
562,other vegetables,9
562,whole milk,8
562,yogurt,8
562,domestic eggs,8
562,bottled water,8
562,soda,4
563,whole milk,8
564,beef,8
564,tropical fruit,9
564,herbs,9
564,whole milk,8
564,curd,7
564,yogurt,8
564,whipped/sour cream,8
564,sliced cheese,7
565,sausage,8
565,rolls/buns,8
566,soda,4
567,fruit/vegetable juice,8
567,long life bakery product,4
568,rolls/buns,8
568,coffee,8
568,long life bakery product,4
568,detergent,5
568,shopping bags,8
569,pip fruit,9
569,whole milk,8
569,bottled water,8
569,candy,8
570,frozen vegetables,8
570,bottled beer,8
570,liquor (appetizer),8
570,chewing gum,8
570,napkins,7
570,newspapers,7
571,beverages,8
572,hamburger meat,7
572,root vegetables,9
572,other vegetables,9
572,domestic eggs,8
572,roll products ,8
572,oil,8
572,margarine,8
572,hygiene articles,7
573,root vegetables,9
573,other vegetables,9
573,whole milk,8
573,yogurt,8
573,fruit/vegetable juice,8
573,white wine,7
574,canned beer,8
575,frozen vegetables,8
575,bottled beer,8
576,canned beer,8
577,newspapers,7
578,rolls/buns,8
579,hamburger meat,7
579,UHT-milk,8
579,salty snack,8
580,pip fruit,9
580,whole milk,8
580,curd,7
580,rum,8
581,canned beer,8
582,grapes,7
582,root vegetables,9
582,frozen vegetables,8
582,domestic eggs,8
582,white wine,7
583,root vegetables,9
583,packaged fruit/vegetables,9
583,butter,8
583,whipped/sour cream,8
583,rolls/buns,8
584,citrus fruit,9
584,frozen vegetables,8
584,rolls/buns,8
584,canned beer,8
584,salty snack,8
585,cling film/bags,8
585,pot plants,8
586,frankfurter,8
586,whole milk,8
586,rolls/buns,8
586,margarine,8
586,baking powder,6
586,bottled beer,8
587,whole milk,8
587,red/blush wine,7
588,pork,8
588,tropical fruit,9
588,whole milk,8
588,curd,7
588,yogurt,8
588,hard cheese,8
588,frozen meals,8
588,frozen dessert,8
588,domestic eggs,8
588,cereals,8
588,baking powder,6
588,fruit/vegetable juice,8
588,soap,5
589,chicken,8
589,pastry,6
590,sausage,8
590,dish cleaner,8
590,dishes,8
591,specialty bar,7
592,whipped/sour cream,8
592,pastry,6
592,specialty bar,7
593,root vegetables,9
593,brown bread,6
594,rolls/buns,8
594,soda,4
595,other vegetables,9
595,bottled beer,8
595,red/blush wine,7
596,citrus fruit,9
596,tropical fruit,9
596,berries,9
596,root vegetables,9
596,other vegetables,9
596,whole milk,8
596,butter,8
596,bottled water,8
596,rubbing alcohol,5
596,hygiene articles,7
596,napkins,7
597,whole milk,8
597,processed cheese,7
597,brown bread,6
597,pastry,6
597,soda,4
598,frankfurter,8
598,sausage,8
598,tropical fruit,9
598,root vegetables,9
598,whole milk,8
598,yogurt,8
598,rolls/buns,8
598,pastry,6
598,candy,8
599,coffee,8
599,long life bakery product,4
600,ham,7
600,rolls/buns,8
600,white wine,7
601,canned beer,8
602,canned beer,8
603,canned beer,8
604,pip fruit,9
604,whole milk,8
604,canned fish,8
605,pork,8
605,pip fruit,9
605,other vegetables,9
605,whole milk,8
605,curd,7
605,white bread,8
605,sugar,6
605,bottled water,8
605,soda,4
606,soap,5
607,pip fruit,9
607,butter,8
607,frozen meals,8
607,pasta,8
607,bottled water,8
608,beef,8
608,hamburger meat,7
608,citrus fruit,9
608,whole milk,8
608,mustard,8
608,soap,5
609,sausage,8
609,meat,8
609,other vegetables,9
609,whole milk,8
609,yogurt,8
609,rolls/buns,8
609,soda,4
609,bottled beer,8
609,chocolate,8
609,newspapers,7
610,frozen chicken,8
611,soda,4
612,tropical fruit,9
612,curd,7
612,yogurt,8
612,rolls/buns,8
612,brown bread,6
612,bottled water,8
612,bottled beer,8
612,seasonal products,7
613,other vegetables,9
614,beef,8
614,citrus fruit,9
614,curd,7
614,rolls/buns,8
614,oil,8
614,margarine,8
614,specialty bar,7
614,detergent,5
614,newspapers,7
615,meat,8
615,pork,8
615,beef,8
615,citrus fruit,9
615,root vegetables,9
615,other vegetables,9
615,whole milk,8
615,pickled vegetables,8
616,meat,8
616,hamburger meat,7
616,root vegetables,9
616,packaged fruit/vegetables,9
616,whole milk,8
616,butter,8
616,newspapers,7
617,bottled water,8
617,soda,4
617,red/blush wine,7
617,long life bakery product,4
617,newspapers,7
618,rolls/buns,8
619,pastry,6
619,canned beer,8
620,pork,8
620,whole milk,8
620,pastry,6
620,sauces,8
621,pip fruit,9
621,sliced cheese,7
621,pastry,6
621,white wine,7
621,light bulbs,8
621,newspapers,7
622,beef,8
622,citrus fruit,9
622,tropical fruit,9
622,yogurt,8
622,UHT-milk,8
622,frozen vegetables,8
622,rolls/buns,8
622,bottled water,8
622,skin care,7
623,beef,8
623,citrus fruit,9
623,berries,9
623,brown bread,6
623,sugar,6
623,coffee,8
623,kitchen towels,8
624,rolls/buns,8
624,spices,9
625,citrus fruit,9
625,tropical fruit,9
625,herbs,9
625,whole milk,8
625,butter,8
625,curd,7
625,whipped/sour cream,8
625,frozen vegetables,8
625,canned vegetables,7
625,misc. beverages,8
626,meat,8
626,beef,8
626,herbs,9
626,whole milk,8
626,frozen dessert,8
626,rolls/buns,8
626,semi-finished bread,7
626,flour,6
626,oil,8
626,coffee,8
626,pot plants,8
627,beverages,8
627,pastry,6
627,bottled water,8
628,beef,8
628,citrus fruit,9
628,other vegetables,9
628,rolls/buns,8
629,ham,7
629,whole milk,8
629,white bread,8
